Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Baby Swaddle Set: Sage","Hat & Bow","2026-07-06","2","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-07-06","0","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-07-06","5","9"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-07-06","77","7"
"Baby Swaddle Set: Black","Hat & Bow","2026-07-06","78","10"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-07-06","115","14"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-07-06","116","5"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-07-06","48","7"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-07-06","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-07-06","164","2"
"Finley Romper in Sage","Sage / 6-9 Months","2026-07-06","14","0"
"Finley Romper in Black","Black / 12-18 Months","2026-07-06","40","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-07-06","23","0"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-07-06","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-07-06","115","3"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-07-06","41","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-07-06","89","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-07-06","22","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-07-06","17","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-07-06","56","1"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-07-06","116","31"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-07-06","40","5"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-07-06","120","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-07-06","43","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-07-06","139","1"
"Robes in Emerald","Mia Robe / Short","2026-07-06","65","3"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-07-06","18","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-07-06","40","1"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-07-06","0","2"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-07-06","0","0"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-07-06","133","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-07-06","20","1"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-07-06","155","16"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-07-06","92","2"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-07-06","74","10"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-07-06","31","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-07-06","119","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-07-06","65","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-07-06","129","1"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-07-06","21","1"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-07-06","56","5"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-07-06","193","15"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-07-06","68","2"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-07-06","28","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-07-06","9","0"
"Finley Romper in Black","Black / Newborn","2026-07-06","72","2"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-07-06","6","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-07-06","170","4"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-07-06","102","29"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-07-06","24","24"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-07-06","93","12"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-07-06","405","12"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-07-06","41","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-07-06","53","1"
"Finley Romper in Lilac","Lilac / Newborn","2026-07-06","17","0"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-07-06","-2","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-07-06","0","10"
"Finley Romper in Black","Black / 9-12 Months","2026-07-06","60","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-07-06","118","9"
"Robes in Lilac","Laura Robe / Long","2026-07-06","76","2"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-07-06","26","9"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-07-06","28","13"
"Robes in Lilac","Mia Robe / Short","2026-07-06","94","0"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-07-06","17","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-07-06","54","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-07-06","58","1"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-07-06","31","1"
"Finley Romper in Emerald","Emerald / Newborn","2026-07-06","-6","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-07-06","67","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-07-06","32","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-07-06","33","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-07-06","42","10"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-07-06","3","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-07-06","36","1"
"Finley Romper in Black","Black / 18-24 Months","2026-07-06","83","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-07-06","9","1"
"Robes in Sage","Laura Robe / Long","2026-07-06","96","4"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-07-06","20","0"
"Baby Swaddle Set: Plum","Bow","2026-07-06","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-07-06","40","0"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-07-06","889","58"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-07-06","11","10"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-07-06","125","13"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-07-06","31","5"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-07-06","31","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-07-06","216","22"
"Finley Romper in Plum","Plum / 3-6 Months","2026-07-06","-1","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-07-06","16","3"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-07-06","199","25"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-07-06","-2","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-07-06","14","61"
"Robes in Midnight Blue","Mia Robe / Short","2026-07-06","71","0"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-07-06","64","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-07-06","26","2"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-07-06","90","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-07-06","22","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-07-06","25","0"
"Robes in Plum","Laura Robe / Long","2026-07-06","40","5"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-07-06","8","22"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-07-06","108","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-07-06","137","10"
"Robes in Midnight Blue","Laura Robe / Long","2026-07-06","44","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-07-06","55","1"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-07-06","99","0"
"Finley Romper in Black","Black / 6-9 Months","2026-07-06","3","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-07-06","0","7"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-07-06","42","0"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-07-06","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-07-06","35","1"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-07-06","134","6"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-07-06","57","10"
"Finley Romper in Black","Black / 3-6 Months","2026-07-06","56","2"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-07-06","44","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-07-06","80","9"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-07-06","29","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-07-06","120","0"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-07-06","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-07-06","37","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-07-06","266","39"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-07-06","19","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-07-06","39","14"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-07-06","5","0"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-07-06","7","3"
"Robes in Dusty Rose","Laura Robe / Long","2026-07-06","39","7"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-07-06","62","18"
"Robes in Emerald","Laura Robe / Long","2026-07-06","73","1"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-07-06","15","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-07-06","92","3"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-07-06","23","0"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-07-06","64","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-07-06","61","1"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-07-06","59","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-07-06","43","0"
"Finley Romper in Sage","Sage / Newborn","2026-07-06","0","0"
"Robes in Black","Mia Robe / Short","2026-07-06","-2","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-07-06","97","52"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-07-06","207","11"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-07-06","22","12"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-07-06","60","0"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-07-06","39","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-07-06","111","7"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-07-06","293","31"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-07-06","63","0"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-07-06","-4","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-07-06","32","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-07-06","42","11"
"Finley Romper in Sage","Sage / 3-6 Months","2026-07-06","2","1"
"Finley Romper in Plum","Plum / 6-9 Months","2026-07-06","112","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-07-06","53","1"
"Robes in Periwinkle","Mia Robe / Short","2026-07-06","30","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-07-06","10","2"
"Robes in Deep Teal","Mia Robe / Short","2026-07-06","23","3"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-07-06","79","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-07-06","83","19"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-07-06","0","0"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-07-06","9","1"
"Robes in Plum","Mia Robe / Short","2026-07-06","1","2"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-07-06","262","4"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-07-06","56","8"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-07-06","-1","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-07-06","23","3"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-07-06","47","1"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-07-06","1","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-07-06","16","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-07-06","41","1"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-07-06","99","5"
"Robes in Black","Laura Robe / Long","2026-07-06","93","10"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-07-06","138","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-07-06","1","2"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-07-06","43","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-07-06","44","1"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-07-06","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-07-06","54","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-07-06","17","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-07-06","85","6"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-07-06","222","11"
"Robes in Vintage Floral","Laura Robe / Long","2026-07-06","0","0"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-07-13","63","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-07-13","29","33"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-07-13","20","0"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-07-13","21","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-07-13","51","5"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-07-13","129","0"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-07-13","19","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-07-13","182","22"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-07-13","10","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-07-13","8","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-07-13","56","2"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-07-13","27","4"
"Robes in Periwinkle","Laura Robe / Long","2026-07-13","124","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-07-13","133","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-07-13","13","13"
"Finley Romper in Plum","Plum / 3-6 Months","2026-07-13","-1","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-07-13","190","26"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-07-13","93","6"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-07-13","25","0"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-07-13","60","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-07-13","43","0"
"Robes in Black","Mia Robe / Short","2026-07-13","-2","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-07-13","131","71"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-07-13","199","9"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-07-13","29","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-07-13","119","1"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-07-13","79","1"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-07-13","90","2"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-07-13","23","0"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-07-13","64","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-07-13","-6","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-07-13","133","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-07-13","51","6"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-07-13","85","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-07-13","35","0"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-07-13","28","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-07-13","104","0"
"Robes in Black","Laura Robe / Long","2026-07-13","87","6"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-07-13","25","14"
"Robes in Lilac","Laura Robe / Long","2026-07-13","76","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-07-13","112","6"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-07-13","8","14"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-07-13","44","1"
"Finley Romper in Black","Black / 18-24 Months","2026-07-13","83","0"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-07-13","3","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-07-13","22","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-07-13","88","2"
"Robes in Midnight Blue","Mia Robe / Short","2026-07-13","69","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-07-13","5","9"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-07-13","64","0"
"Robes in Deep Teal","Laura Robe / Long","2026-07-13","61","8"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-07-13","44","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-07-13","1","1"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-07-13","99","0"
"Finley Romper in Black","Black / 6-9 Months","2026-07-13","3","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-07-13","14","0"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-07-13","4","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-07-13","127","1"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-07-13","5","6"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-07-13","78","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-07-13","37","0"
"Baby Swaddle Set: Black","Hat & Bow","2026-07-13","154","6"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-07-13","79","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-07-13","41","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-07-13","53","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-07-13","23","3"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-07-13","45","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-07-13","189","3"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-07-13","14","2"
"Finley Romper in Black","Black / 3-6 Months","2026-07-13","56","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-07-13","65","5"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-07-13","42","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-07-13","83","3"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-07-13","135","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-07-13","108","3"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-07-13","35","4"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-07-13","43","5"
"Finley Romper in Sage","Sage / Newborn","2026-07-13","0","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-07-13","53","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-07-13","38","5"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-07-13","31","1"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-07-13","66","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-07-13","32","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-07-13","19","1"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-07-13","-1","0"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-07-13","6","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-07-13","166","4"
"Robes in Emerald","Laura Robe / Long","2026-07-13","68","5"
"Finley Romper in Black","Black / 12-18 Months","2026-07-13","40","0"
"Robes in Plum","Mia Robe / Short","2026-07-13","1","0"
"Robes in Sage","Mia Robe / Short","2026-07-13","72","2"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-07-13","109","1"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-07-13","333","29"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-07-13","112","3"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-07-13","266","9"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-07-13","39","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-07-13","40","0"
"Robes in Plum","Laura Robe / Long","2026-07-13","40","5"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-07-13","73","4"
"Baby Swaddle Set: Plum","Bow","2026-07-13","0","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-07-13","85","2"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-07-13","23","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-07-13","175","23"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-07-13","388","19"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-07-13","671","42"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-07-13","56","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-07-13","0","0"
"Robes in Dusty Rose","Laura Robe / Long","2026-07-13","35","4"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-07-13","236","22"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-07-13","1018","82"
"Robes in Sage","Laura Robe / Long","2026-07-13","105","1"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-07-13","20","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-07-13","9","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-07-13","188","1"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-07-13","5","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-07-13","240","27"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-07-13","53","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-07-13","139","16"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-07-13","33","7"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-07-13","9","19"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-07-13","29","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-07-13","29","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-07-13","22","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-07-13","48","9"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-07-13","-4","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-07-13","55","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-07-13","181","12"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-07-13","41","0"
"Robes in Periwinkle","Mia Robe / Short","2026-07-13","120","0"
"Robes in Emerald","Mia Robe / Short","2026-07-13","63","2"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-07-13","18","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-07-13","0","0"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-07-13","110","6"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-07-13","113","3"
"Finley Romper in Plum","Plum / Newborn","2026-07-13","57","3"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-07-13","78","1"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-07-13","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-07-13","68","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-07-13","120","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-07-13","19","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-07-13","16","0"
"Robes in Lilac","Mia Robe / Short","2026-07-13","92","2"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-07-13","17","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-07-13","50","4"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-07-13","115","18"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-07-13","42","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-07-13","43","5"
