Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-06-22","2","1"
"Baby Swaddle Set: Plum","Hat & Bow","2026-06-22","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-06-22","109","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-06-22","40","6"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-06-22","15","6"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-06-22","109","13"
"Robes in Deep Teal","Mia Robe / Short","2026-06-22","16","2"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-06-22","3","0"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-06-22","24","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-06-22","102","7"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-06-22","64","0"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-06-22","-1","0"
"Robes in Periwinkle","Mia Robe / Short","2026-06-22","19","4"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-06-22","-2","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-06-22","92","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-06-22","41","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-06-22","11","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-06-22","36","0"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-06-22","-3","0"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-06-22","2","10"
"Finley Romper in Black","Black / 12-18 Months","2026-06-22","40","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-06-22","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-06-22","118","3"
"Robes in Midnight Blue","Laura Robe / Long","2026-06-22","47","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-06-22","61","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-06-22","58","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-06-22","37","2"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-06-22","60","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-06-22","84","1"
"Finley Romper in Sage","Sage / Newborn","2026-06-22","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-06-29","165","29"
"Baby Swaddle Set: Sage","Hat & Bow","2026-06-29","2","7"
"Finley Romper in Plum","Plum / Newborn","2026-06-29","62","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-06-29","37","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-06-29","79","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-06-29","84","0"
"TENS Unit for Labor","Default Title","2026-06-29","1409","169"
"Finley Romper in Plum","Plum / 6-9 Months","2026-06-29","112","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-06-29","44","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-06-29","53","1"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-06-29","31","0"
"Finley Romper in Black","Black / Newborn","2026-06-29","74","3"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-06-29","86","6"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-06-29","138","11"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-06-29","53","15"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-06-29","62","2"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-06-29","30","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-06-29","43","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-06-29","56","5"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-06-29","198","11"
"Robes in Vintage Floral","Laura Robe / Long","2026-06-29","-1","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-06-29","-1","6"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-06-29","59","2"
"Robes in Plum","Laura Robe / Long","2026-06-29","1","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-06-29","19","4"
"Finley Romper in Sage","Sage / 3-6 Months","2026-06-29","3","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-06-29","36","4"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-06-29","26","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-06-29","-2","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-06-29","-1","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-06-29","60","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-06-29","45","0"
"Finley Romper in Sage","Sage / Newborn","2026-06-29","0","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-06-29","43","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-06-29","25","4"
"Robes in Emerald","Mia Robe / Short","2026-06-29","68","3"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-06-29","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-06-29","105","1"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-06-29","25","0"
"Baby Swaddle Set: Plum","Bow","2026-06-29","0","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-06-29","1","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-06-29","54","0"
"Robes in Sage","Laura Robe / Long","2026-06-29","18","4"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-06-29","20","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-06-29","10","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-06-29","10","23"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-06-29","44","4"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-06-29","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-06-29","96","8"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-06-29","18","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-06-29","-6","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-06-29","14","0"
"Robes in Emerald","Laura Robe / Long","2026-06-29","38","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-06-29","42","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-06-29","0","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-06-29","12","2"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-06-29","30","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-06-29","36","2"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-06-29","103","6"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-06-29","28","2"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-06-29","41","2"
"Baby Swaddle Set: Black","Hat & Bow","2026-06-29","88","6"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-06-29","5","0"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-06-29","3","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-06-29","0","2"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-06-29","99","0"
"Finley Romper in Black","Black / 6-9 Months","2026-06-29","3","0"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-06-29","10","1"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-06-29","0","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-06-29","65","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-06-29","48","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-06-29","282","9"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-06-29","33","1"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-06-29","67","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-06-29","33","1"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-06-29","-3","6"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-06-29","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-06-29","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-06-29","52","11"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-06-29","129","9"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-06-29","1","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-06-29","58","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-06-29","52","6"
"Robes in Black","Laura Robe / Long","2026-06-29","33","8"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-06-29","-4","0"
"Robes in Deep Teal","Mia Robe / Short","2026-06-29","26","3"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-06-29","21","13"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-06-29","22","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-06-29","91","3"
"Robes in Black","Mia Robe / Short","2026-06-29","-2","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-06-29","147","45"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-06-29","148","8"
"Robes in Plum","Mia Robe / Short","2026-06-29","0","1"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-06-29","82","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-06-29","45","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-06-29","117","1"
"Robes in Midnight Blue","Laura Robe / Long","2026-06-29","47","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-06-29","100","14"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-06-29","20","0"
"Robes in Dusty Rose","Laura Robe / Long","2026-06-29","22","6"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-06-29","25","0"
"Robes in Midnight Blue","Mia Robe / Short","2026-06-29","71","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-06-29","39","51"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-06-29","64","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-06-29","33","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-06-29","60","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-06-29","83","1"
"Finley Romper in Lilac","Lilac / Newborn","2026-06-29","17","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-06-29","92","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-06-29","57","1"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-06-29","15","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-06-29","17","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-06-29","23","0"
"Robes in Sage","Mia Robe / Short","2026-06-29","52","3"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-06-29","115","5"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-06-29","382","21"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-06-29","-4","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-06-29","36","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-06-29","40","1"
"Finley Romper in Black","Black / 9-12 Months","2026-06-29","60","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-06-29","29","2"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-06-29","14","3"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-06-29","50","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-06-29","22","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-06-29","61","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-06-29","54","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-06-29","17","0"
"Robes in Deep Teal","Laura Robe / Long","2026-06-29","36","2"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-06-29","-1","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-06-29","-2","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-06-29","74","4"
"Baby Swaddle Set: Plum","Hat & Bow","2026-06-29","1","4"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-06-29","108","1"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-06-29","-1","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-06-29","-3","5"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-06-29","86","2"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-06-29","210","52"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-06-29","95","7"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-06-29","23","1"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-06-29","64","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-06-29","79","4"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-06-29","53","3"
"Finley Romper in Black","Black / 18-24 Months","2026-06-29","83","0"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-06-29","141","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-06-29","41","17"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-06-29","45","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-06-29","21","1"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-06-29","187","41"
"Finley Romper in Plum","Plum / 3-6 Months","2026-06-29","-1","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-06-29","77","10"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-06-29","0","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-06-29","26","1"
"Robes in Periwinkle","Laura Robe / Long","2026-06-29","66","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-06-29","61","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-06-29","0","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-06-29","41","2"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-06-29","19","0"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-06-29","10","5"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-06-29","94","6"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-06-29","84","9"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-06-29","20","3"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-06-29","104","18"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-06-29","414","15"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-06-29","10","2"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-06-29","28","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-06-29","-2","0"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-06-29","6","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-06-29","174","2"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-06-29","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-06-29","36","1"
"Robes in Lilac","Laura Robe / Long","2026-06-29","43","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-06-29","126","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-06-29","41","0"
"Robes in Periwinkle","Mia Robe / Short","2026-06-29","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-06-29","42","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-06-29","54","1"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-06-29","18","0"
"Robes in Lilac","Mia Robe / Short","2026-06-29","59","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-06-29","4","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-06-29","136","14"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-06-29","63","0"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-06-29","19","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-06-29","7","7"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-06-29","42","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-06-29","90","2"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-06-29","41","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-06-29","6","5"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-06-29","20","6"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-06-29","34","8"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-06-29","188","25"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-06-29","48","3"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-06-29","39","3"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-06-29","10","13"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-06-29","66","6"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-06-29","140","4"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-06-29","47","27"
